order_id,customer_id,latitude,longitude,demand
76,4,35.75842,51.44628,0.43982
77,33,35.764491287955,51.4435428579074,0.39916
78,33,35.764491287955,51.4435428579074,1.21114
79,33,35.764491287955,51.4435428579074,2.42228
80,33,35.764491287955,51.4435428579074,0.3172
81,33,35.764491287955,51.4435428579074,0.39916
82,33,35.764491287955,51.4435428579074,0.40365
83,21,35.764491287955,51.4435428579074,0.40495
84,33,35.764491287955,51.4435428579074,1.21114
85,13,35.764491287955,51.4435428579074,0.1365
86,26,35.764491287955,51.4435428579074,1.21114
87,6,35.764491287955,51.4435428579074,1.21114
88,19,35.764491287955,51.4435428579074,0.25245
89,19,35.764491287955,51.4435428579074,1.21114
90,19,35.764491287955,51.4435428579074,1.21114
91,55,35.7677659374506,51.4416739610096,0.13875
92,55,35.7677659374506,51.4416739610096,1.21114
93,55,35.7677659374506,51.4416739610096,1.21114
94,55,35.7677659374506,51.4416739610096,0.02682
95,55,35.7677659374506,51.4416739610096,0.15613
96,55,35.7677659374506,51.4416739610096,0.2009
97,55,35.7677659374506,51.4416739610096,1.21114
98,55,35.7677659374506,51.4416739610096,1.21114
99,55,35.7677659374506,51.4416739610096,1.21114
100,40,35.7677659374506,51.4416739610096,1.3378
101,12,35.76335,51.42732,0.1786
102,12,35.76335,51.42732,1.3378
103,12,35.76335,51.42732,0.15613
104,12,35.76335,51.42732,0.1584
105,12,35.76335,51.42732,0.40495
106,43,35.74363,51.56005,1.22068
107,42,35.7377972179372,51.5769450790404,0.14616
108,42,35.7377972179372,51.5769450790404,0.1786
109,42,35.7377972179372,51.5769450790404,0.42078
110,42,35.7377972179372,51.5769450790404,0.25245
111,52,35.7377972179372,51.5769450790404,0.16625
112,52,35.7377972179372,51.5769450790404,1.40659
113,52,35.7377972179372,51.5769450790404,0.4473
114,24,35.74612,51.55593,0.41262
115,27,35.7327,51.29153,1.3378
116,27,35.73261,51.29115,0.40365
117,34,35.72722997721,51.3204866508097,1.21114
118,34,35.72722997721,51.3204866508097,1.21114
119,34,35.72722997721,51.3204866508097,1.21114
120,34,35.72722997721,51.3204866508097,0.02682
121,53,35.70865,51.41722,0.8619
122,45,35.71624,51.43996,0.20276
123,45,35.71624,51.43996,0.25245
124,45,35.71624,51.43996,0.42532
125,45,35.71624,51.43996,0.82008
126,14,35.70458,51.43236,0.25245
127,14,35.70458,51.43236,0.40365
128,14,35.70458,51.43236,0.15613
129,14,35.70458,51.43236,0.40365
130,14,35.70458,51.43236,0.42532
131,14,35.70458,51.43236,1.21114
132,22,35.71661,51.44016,1.3378
133,22,35.71661,51.44016,0.25245
134,22,35.71661,51.44016,0.15613
135,22,35.71661,51.44016,0.42532
136,22,35.71661,51.44016,0.20276
137,23,35.7002,51.45058,1.26318
138,31,35.7316046404307,51.5172389304524,0.8619
139,31,35.7316046404307,51.5172389304524,0.02682
140,31,35.7316046404307,51.5172389304524,1.21114
141,15,35.7316046404307,51.5172389304524,1.22068
142,44,35.67439,51.34103,0.40365
143,44,35.67439,51.34103,0.15613
144,46,35.74948,51.39839,0.40495
